Gene,Log_Tom2d
PITG_12237,-0.089981367
PITG_12238,0.131138284
PITG_12239,-0.168330206
PITG_12240,-0.552794634
PITG_12241,-0.026732765
PITG_12242,-0.331244723
PITG_12244,-0.28355102
PITG_12248,
PITG_12249,0.083920817
PITG_12252,0.141175701
PITG_12253,-0.710225448
PITG_12254,-0.533895214
PITG_12255,0.574426376
PITG_12256,-1.0408899
PITG_12257,0.325300961
PITG_12258,0.229807532
PITG_12259,-0.663384618
PITG_12260,-0.645542044
PITG_12261,0.610895482
PITG_12262,0.398664419
PITG_12263,0.171780935
PITG_12264,0.253755821
PITG_12265,0.257355458
PITG_12266,-0.680448912
PITG_12267,0.689652811
PITG_12269,-0.124481112
PITG_12272,0.225585448
PITG_12273,0.157836259
PITG_12274,0.226341669
PITG_12275,-0.436930496
PITG_12276,0.004599872
PITG_12277,-0.565258435
PITG_12278,0.417071911
PITG_12279,0.474711662
PITG_12280,0.324795198
PITG_12282,0.209670172
PITG_12283,-0.117775317
PITG_12284,0.76530109
PITG_12285,-0.153981162
PITG_12286,0.094324431
PITG_12288,-0.15765921
PITG_12289,-0.677336886
PITG_12290,0.486914134
PITG_12291,-0.88850275
PITG_12292,0.014540816
PITG_12293,0.031223798
PITG_12294,0.032300174
PITG_12295,-0.485578628
PITG_12296,0.7468565
PITG_12297,0.179643845
PITG_12298,0.534738933
PITG_12299,-0.109222889
PITG_12300,0.344263456
PITG_12301,1.992689773
PITG_12302,-0.516403421
PITG_12303,-0.023693175
PITG_12304,0.422131077
PITG_12305,-0.118922919
PITG_12306,0.397841073
PITG_12307,-0.012050458
PITG_12308,0.01548472
PITG_12309,-0.575349688
PITG_12310,-0.191190688
PITG_12311,0.274020839
PITG_12312,0.152607698
PITG_12313,-0.044864724
PITG_12314,-0.871418809
PITG_12315,0.301003457
PITG_12316,0.492234352
PITG_12317,0.426816513
PITG_12318,-0.099441809
PITG_12319,0.558278057
PITG_12322,-0.402215597
PITG_12324,0.510870696
PITG_12325,-0.359707397
PITG_12326,-1.090288794
PITG_12327,-0.151302628
PITG_12329,1.142316792
PITG_12330,-0.705446359
PITG_12331,-0.284499672
PITG_12332,0.179827652
PITG_12335,-0.417680552
PITG_12336,-0.021019143
PITG_12337,-0.285873854
PITG_12338,-0.590952063
PITG_12339,-0.069480138
PITG_12340,-0.267587007
PITG_12341,-0.150797744
PITG_12342,-0.806420283
PITG_12343,0.135953489
PITG_12344,0.085716538
PITG_12345,0.425259412
PITG_12346,0.557507246
PITG_12347,-0.540648431
PITG_12348,-0.414973907
PITG_12349,-0.492908172
PITG_12350,-0.123645151
PITG_12351,0.170903141
PITG_12352,0.039112351
PITG_12353,-0.539982974
PITG_12354,0.713757597
PITG_12355,0.016591179
PITG_12356,0.026400069
PITG_12357,-0.378944175
PITG_12358,-0.523471643
PITG_12361,-0.407671574
PITG_12362,-0.147917612
PITG_12370,-0.053937593
PITG_12371,-0.026493075
PITG_12372,-0.072937956
PITG_12377,0.279742762
PITG_12378,0.262800295
PITG_12382,-0.006966075
PITG_12388,0.004564244
PITG_12389,0.379557013
PITG_12394,-0.42608237
PITG_12395,0.013319017
PITG_12397,0.009574257
PITG_12399,-0.091112751
PITG_12401,-0.169967974
PITG_12402,-0.549337386
PITG_12403,-0.328801167
PITG_12404,0.157043471
PITG_12405,-0.042835462
PITG_12409,-0.341897769
PITG_12410,0.380710662
PITG_12413,-0.112530596
PITG_12414,-0.021919152
PITG_12415,-0.148749941
PITG_12416,-0.057048011
PITG_12421,0.058309107
PITG_12422,-0.436833766
PITG_12423,0.549093732
PITG_12424,0.581137515
PITG_12425,-0.35093233
PITG_12426,-0.034854777
PITG_12427,-1.385754288
PITG_12428,-0.650977153
PITG_12429,0.125591805
PITG_12430,-0.165669203
PITG_12431,0.514736447
PITG_12433,0.757760841
PITG_12434,0.064485757
PITG_12435,-0.046458521
PITG_12436,0.124352282
PITG_12437,-0.003430659
PITG_12439,0.125549851
PITG_12440,0.420228313
PITG_12441,-0.18918322
PITG_12442,0.243037211
PITG_12443,0.483090137
PITG_12444,0.34984442
PITG_12445,0.051896408
PITG_12446,-0.338642572
PITG_12447,0.76042279
PITG_12448,-0.608446834
PITG_12449,-0.166843157
PITG_12450,-0.201272618
PITG_12451,0.405343198
PITG_12452,0.15857926
PITG_12453,-0.548342912
PITG_12454,-0.051050967
PITG_12458,0.277531026
PITG_12459,0.044663956
PITG_12462,-1.185956712
PITG_12463,0.067786802
PITG_12464,-0.039347054
PITG_12465,0.01249129
PITG_12466,-1.785820325
PITG_12468,-0.849739401
PITG_12469,-0.960298013
PITG_12470,-0.37029835
PITG_12471,-0.371948836
PITG_12472,-0.343163578
PITG_12473,0.271019199
PITG_12474,0.180731554
PITG_12475,-0.386478394
PITG_12476,-0.73470367
PITG_12477,-0.331279644
PITG_12478,-0.330597849
PITG_12479,-0.028686594
PITG_12480,-0.248689219
PITG_12482,-1.026089212
PITG_12483,-0.207689943
PITG_12484,0.554561867
PITG_12485,0.171386519
PITG_12486,0.802121505
PITG_12487,-1.828239702
PITG_12488,-1.006044696
PITG_12489,-0.421467767
PITG_12490,0.081657336
PITG_12493,-0.001077709
PITG_12494,-0.189412907
PITG_12495,-0.60073896
PITG_12496,0.147302595
PITG_12497,-0.104072811
PITG_12498,-0.428411822
PITG_12499,-0.871264986
PITG_12500,-0.567206257
PITG_12501,-0.191444477
PITG_12502,0.054615623
PITG_12503,-0.259157886
PITG_12504,-0.410430968
PITG_12506,0.935238336
PITG_12507,0.023382747
PITG_12509,-0.157591266
PITG_12511,0.317117024
PITG_12513,0.426338072
PITG_12514,-0.140594227
PITG_12515,-0.117379042
PITG_12516,-0.604624
PITG_12517,-0.77852311
PITG_12518,-0.590636145
PITG_12519,-0.394080073
PITG_12520,-0.900062699
PITG_12521,-1.153104602
PITG_12522,0.491348316
PITG_12523,-0.965526781
PITG_12524,0.233785972
PITG_12525,0.033486029
PITG_12526,-0.516809044
PITG_12527,-0.00094418
PITG_12528,-1.190404495
PITG_12529,-0.09329276
PITG_12530,-0.454534719
PITG_12531,
PITG_12532,0.680133403
PITG_12533,-0.064677432
PITG_12534,-0.521257934
PITG_12535,0.25136328
PITG_12536,0.378395867
PITG_12537,-1.142229507
PITG_12538,0.101558152
PITG_12539,-0.392835506
PITG_12540,-0.680619731
PITG_12541,-0.300831381
PITG_12542,-0.081906559
PITG_12545,-1.865297258
PITG_12547,0.387028042
PITG_12548,-0.616333024
PITG_12549,-0.318972532
PITG_12550,0.115098614
PITG_12551,-2.42858824
PITG_12552,-0.183136938
PITG_12553,-0.258641223
PITG_12554,-0.552579267
PITG_12555,0.042536294
PITG_12556,-1.325768965
PITG_12561,-1.020798108
PITG_12562,-1.667080744
PITG_12563,-0.347551972
PITG_12565,-0.855133543
PITG_12566,0.517365778
PITG_12567,0.436158975
PITG_12568,0.129095795
PITG_12569,0.038016806
PITG_12570,0.222595569
PITG_12571,0.228116138
PITG_12572,0.207590967
PITG_12573,-0.290941817
PITG_12574,-0.992852118
PITG_12575,-1.103543224
PITG_12576,-0.145123002
PITG_12577,-0.181087797
PITG_12578,-0.168593346
PITG_12579,-0.008565337
PITG_12580,-0.510749469
PITG_12583,-0.178096265
PITG_12584,0.202549828
PITG_12587,0.436310596
PITG_12588,-0.415665846
PITG_12591,-0.41897239
PITG_12592,0.300733279
PITG_12593,-0.02812311
PITG_12594,-0.040123125
PITG_12595,0.174314898
PITG_12598,0.477807535
PITG_12599,-0.716839951
PITG_12600,0.002531614
PITG_12604,0.500001264
PITG_12607,-0.297720251
PITG_12608,0.183872007
PITG_12609,-0.765851699
PITG_12612,-0.867801145
PITG_12613,0.304275433
PITG_12615,0.124857318
PITG_12619,-0.681822501
PITG_12620,0.358388392
PITG_12621,-0.044637103
PITG_12622,-0.138707033
PITG_12624,-0.311112396
PITG_12625,1.441027011
PITG_12626,-1.015281507
PITG_12627,0.493872621
PITG_12628,-0.239434833
PITG_12629,-0.022907794
PITG_12632,0.050689003
PITG_12633,-0.284841246
PITG_12641,0.03544556
PITG_12642,-0.305293579
PITG_12643,0.323979053
PITG_12644,-0.232069747
PITG_12645,
PITG_12646,-0.347353712
PITG_12648,-0.091568193
PITG_12650,-0.904066337
PITG_12657,0.104789331
PITG_12658,0.293927876
PITG_12660,0.45382898
PITG_12661,-0.657549557
PITG_12662,0.145004082
PITG_12663,-0.825973126
PITG_12664,0.816376111
PITG_12666,1.490586598
PITG_12667,-0.287408112
PITG_12668,0.394594694
PITG_12669,0.209863264
PITG_12670,-0.920767577
PITG_12673,-0.334911121
PITG_12674,-0.244970273
PITG_12675,0.078369495
PITG_12676,-0.665568213
PITG_12677,-0.345137048
PITG_12678,0.175793404
PITG_12681,-0.286426108
PITG_12682,-0.554009952
PITG_12683,-0.552859483
PITG_12684,-0.945449724
PITG_12685,-0.146389102
PITG_12686,-0.134362551
PITG_12687,-0.806979175
PITG_12689,-0.299049621
PITG_12690,0.570412734
PITG_12691,-0.940311069
PITG_12692,-0.497551193
PITG_12693,-0.843618863
PITG_12694,0.386832822
PITG_12695,0.054727496
PITG_12696,-0.537034579
PITG_12697,-0.209363568
PITG_12698,0.27551668
PITG_12699,-0.414960986
PITG_12704,
PITG_12706,0.236615901
PITG_12707,-0.279400849
PITG_12710,0.170224452
PITG_12714,0.14678769
PITG_12715,0.280876301
PITG_12719,-0.096945985
PITG_12720,-0.075384081
PITG_12721,-0.177981023
PITG_12722,-0.255488222
PITG_12723,-0.200024406
PITG_12725,-0.084243527
PITG_12727,-1.119498669
PITG_12728,-0.517115037
PITG_12729,-0.141369938
PITG_12731,-0.187872922
PITG_12735,0.150313639
PITG_12737,1.335220586
PITG_12738,-0.223716455
PITG_12739,-0.300851978
PITG_12742,0.071951535
PITG_12743,0.214044388
PITG_12744,-0.144272989
PITG_12745,-0.344763132
PITG_12746,-0.253460693
PITG_12747,-0.218754144
PITG_12748,0.815792205
PITG_12749,-0.70487682
PITG_12751,0.646153621
PITG_12752,0.720864306
PITG_12753,0.463075651
PITG_12754,-0.737841253
PITG_12756,0.09468965
PITG_12757,0.297192406
PITG_12758,0.072664293
PITG_12759,-0.052269289
PITG_12760,-0.23644442
PITG_12761,0.042294779
PITG_12763,1.00778436
PITG_12764,0.319207184
PITG_12765,-0.043040525
PITG_12766,0.317283329
PITG_12767,1.171683311
PITG_12768,0.761588069
PITG_12769,0.284814973
PITG_12770,-0.024867348
PITG_12771,1.115841378
PITG_12773,-0.068664743
PITG_12774,-0.039610136
PITG_12776,-0.01276359
PITG_12777,-0.0540524
PITG_12778,-0.146521534
PITG_12779,-0.365809241
PITG_12780,0.008476562
PITG_12781,-0.709207273
PITG_12782,-0.56124674
PITG_12783,-0.232839806
PITG_12785,-0.084607407
PITG_12788,1.27377218
PITG_12790,-0.119070482
PITG_12791,0.592444484
PITG_12792,0.592332099
PITG_12793,0.408110175
PITG_12794,-0.609630018
PITG_12795,-0.114660647
PITG_12796,-0.124383079
PITG_12797,-0.334031457
PITG_12798,0.422775138
PITG_12801,0.488417463
PITG_12803,-0.014371608
PITG_12806,0.709841341
PITG_12808,1.870280748
PITG_12809,0.046433662
PITG_12810,0.0500188
PITG_12811,-0.263181227
PITG_12812,0.718122296
PITG_12813,0.298874359
PITG_12816,0.39975816
PITG_12817,0.873665507
PITG_12818,-0.301282948
PITG_12819,-0.189009904
PITG_12820,-0.070737187
PITG_12821,0.49540232
PITG_12822,0.149793229
PITG_12824,-0.273080496
PITG_12825,0.368019568
PITG_12826,-0.029453189
PITG_12827,-0.629511591
PITG_12828,0.350352157
PITG_12829,0.437320815
PITG_12832,0.639766319
PITG_12833,-1.442344819
PITG_12834,0.170419845
PITG_12835,-0.574150534
PITG_12836,0.323798556
PITG_12837,-0.194936056
PITG_12838,0.094767801
PITG_12839,0.031750923
PITG_12840,0.353216812
PITG_12841,-0.201770684
PITG_12842,0.074969999
PITG_12843,-0.468597864
PITG_12844,0.098744833
PITG_12845,-0.071051496
PITG_12851,0.131556805
PITG_12852,-0.629054866
PITG_12853,-0.04121458
PITG_12854,-1.161698648
PITG_12855,0.534084241
PITG_12856,
PITG_12860,0.179354274
PITG_12863,-0.769505812
PITG_12864,-0.593372337
PITG_12865,0.390930119
PITG_12866,-0.171646054
PITG_12867,0.336678262
PITG_12868,0.197610804
PITG_12869,0.429432975
PITG_12870,-0.07712408
PITG_12871,-0.021436411
PITG_12872,-0.993588646
PITG_12873,0.088125277
PITG_12874,-0.056558903
PITG_12875,0.339437078
PITG_12876,-0.141187195
PITG_12877,0.440521594
PITG_12878,0.187203271
PITG_12879,-0.192101024
PITG_12880,0.490554266
PITG_12881,-0.599430288
PITG_12882,-0.339778534
PITG_12883,-0.376762261
PITG_12884,0.307730186
PITG_12885,-0.365519774
PITG_12886,-1.676010505
PITG_12887,0.65253842
PITG_12888,-0.008049716
PITG_12889,0.021362625
PITG_12890,-0.057224174
PITG_12891,0.43428405
PITG_12892,-0.054401358
PITG_12894,-0.122294249
PITG_12896,1.044256863
PITG_12901,0.014634792
PITG_12902,0.404354567
PITG_12903,0.27985034
PITG_12904,-0.719682186
PITG_12905,-1.24087053
PITG_12906,0.094033085
PITG_12907,0.404397432
PITG_12908,0.991659882
PITG_12910,0.369278333
PITG_12911,0.099002582
PITG_12912,-0.347230325
PITG_12913,-0.443580957
PITG_12914,-0.145003772
PITG_12915,-1.188817195
PITG_12916,0.03185929
PITG_12918,0.002101237
PITG_12919,-1.035783319
PITG_12920,-0.512885791
PITG_12921,-0.19053745
PITG_12922,-0.358309344
PITG_12923,-0.295000351
PITG_12927,0.434068252
PITG_12928,0.068694626
PITG_12929,0.155872489
PITG_12930,-0.141661807
PITG_12931,-0.685206919
PITG_12932,-0.239105107
PITG_12933,0.059553025
PITG_12934,0.256358967
PITG_12935,-0.527450563
PITG_12937,-0.092122701
PITG_12938,-0.468912037
PITG_12939,-0.389360501
PITG_12940,-0.585576571
PITG_12941,0.171725955
PITG_12942,-0.655024012
PITG_12943,-0.528723137
PITG_12944,0.09963005
PITG_12946,-0.524191449
PITG_12947,-0.319916107
PITG_12948,-1.6266969
PITG_12949,0.036844678
PITG_12950,0.160329891
PITG_12952,0.263559667
PITG_12954,0.123495075
PITG_12955,
PITG_12956,-0.582290491
PITG_12958,0.436906427
PITG_12959,-0.029481619
PITG_12960,0.624237777
PITG_12961,-0.542688942
PITG_12962,-0.207535399
PITG_12963,-0.826660849
PITG_12964,-0.535725112
PITG_12965,0.989024257
PITG_12969,-0.346699591
PITG_12971,-0.099554227
PITG_12973,-0.044404518
PITG_12974,0.313984887
PITG_12977,0.08590253
PITG_12979,1.1780608
PITG_12980,-0.695820115
PITG_12981,-0.577890833
PITG_12982,0.169912074
PITG_12983,-0.532490218
PITG_12984,-1.18480172
PITG_12985,0.281658485
PITG_12986,0.29615644
PITG_12987,0.033015092
PITG_12988,0.056580492
PITG_12989,-0.392805559
PITG_12990,-2.179112965
PITG_12991,0.33963176
PITG_12993,0.057499288
PITG_12994,0.194264554
PITG_12995,-0.00876658
PITG_12996,-0.342995786
PITG_12997,-0.087161024
PITG_12998,0.292478455
PITG_12999,0.35385368
PITG_13000,0.258899873
PITG_13001,0.302334132
PITG_13002,-0.149961867
PITG_13003,-1.455895142
PITG_13004,-1.123920208
PITG_13005,-0.071986486
PITG_13006,-0.432587605
PITG_13007,-0.198135399
PITG_13008,0.039698323
PITG_13010,0.234769785
PITG_13011,-2.220775971
PITG_13012,-2.590206975
PITG_13013,-2.558164706
PITG_13014,-0.877801094
PITG_13015,-0.490726676
PITG_13016,0.227290376
PITG_13017,0.045321629
PITG_13018,0.027352768
PITG_13019,0.111290666
PITG_13020,-0.084144282
PITG_13021,-0.15015333
PITG_13022,-0.998518606
PITG_13023,-0.536564431
PITG_13024,-0.286573646
PITG_13026,0.432757122
PITG_13027,0.544319906
PITG_13029,-0.960562301
PITG_13030,-0.504116055
PITG_13031,0.578691912
PITG_13032,-0.137536351
PITG_13033,
PITG_13034,1.05885855
PITG_13035,0.079091568
PITG_13037,-0.316185019
PITG_13038,0.440508201
PITG_13039,0.247279928
PITG_13040,-0.388002766
PITG_13041,-0.248094626
PITG_13042,-0.607517439
PITG_13043,-0.510474206
PITG_13044,1.052657707
PITG_13045,0.320232714
PITG_13047,0.03751109
PITG_13048,1.185190455
PITG_13050,0.674323917
PITG_13051,0.971982563
PITG_13052,-0.363406164
PITG_13053,0.699686469
PITG_13054,-0.240536006
PITG_13055,0.0019111
PITG_13056,0.246531033
PITG_13057,0.32559437
PITG_13059,-0.721445547
PITG_13060,0.047048847
PITG_13061,-0.234746664
PITG_13062,0.466530848
PITG_13063,-0.69926766
PITG_13064,0.43038116
PITG_13065,0.449406866
PITG_13066,-0.241973982
PITG_13067,0.594247671
PITG_13068,-0.637338405
PITG_13069,0.555530644
PITG_13070,-0.143375094
PITG_13071,0.01594917
PITG_13072,0.452929631
PITG_13073,-0.167369257
PITG_13074,-0.510995973
PITG_13077,-0.229874417
PITG_13078,0.379810115
PITG_13079,-0.082613874
PITG_13080,0.396782809
PITG_13081,-0.180908139
PITG_13082,-0.203039189
PITG_13083,-0.265313099
PITG_13084,0.772432082
PITG_13085,-0.178941682
PITG_13091,-0.220893606
PITG_13093,0.677119145
PITG_13094,0.114658223
PITG_13095,-0.143497762
PITG_13096,-0.035710581
PITG_13097,-0.13819654
PITG_13098,1.060393883
PITG_13100,0.444497886
PITG_13101,-0.377065933
PITG_13102,-1.173778848
PITG_13103,-0.760891301
PITG_13106,-0.059774129
PITG_13107,-0.023890261
PITG_13108,-0.32552262
PITG_13109,1.187087508
PITG_13111,-1.066631453
PITG_13112,-0.156307428
PITG_13113,0.044807471
PITG_13114,0.317162012
PITG_13115,0.871277649
PITG_13116,-0.784263119
PITG_13117,-0.032726312
PITG_13118,0.920275203
PITG_13119,-0.325648719
PITG_13120,-0.481722775
PITG_13121,-0.386306759
PITG_13122,0.691245705
PITG_13123,0.004345109
PITG_13124,0.008208426
PITG_13125,-0.329777734
PITG_13128,-0.009928602
PITG_13129,0.170578294
PITG_13130,0.033551107
PITG_13131,0.272307289
PITG_13132,-1.532882251
PITG_13133,-0.599144202
PITG_13134,0.048843517
PITG_13135,0.098276547
PITG_13136,0.068394647
PITG_13138,-0.33688182
PITG_13139,-0.454778739
PITG_13141,-0.083467588
PITG_13142,-0.742223888
PITG_13143,-0.370024833
PITG_13145,-0.481823326
PITG_13146,-0.487566556
PITG_13147,-0.242473846
PITG_13148,-0.271461774
PITG_13149,-0.025092791
PITG_13150,-0.286271612
PITG_13151,-1.104449743
PITG_13152,-2.213638562
PITG_13153,-0.429134113
PITG_13154,-0.026157115
PITG_13155,-0.039791653
PITG_13156,-0.384606681
PITG_13157,-0.275228557
PITG_13158,-0.180345076
PITG_13159,-0.282159349
PITG_13160,0.298041664
PITG_13161,-0.582002732
PITG_13163,0.420869868
PITG_13164,-0.931212533
PITG_13165,0.080759593
PITG_13166,0.316072481
PITG_13167,-0.425576593
PITG_13168,-1.755524871
PITG_13170,0.881555306
PITG_13171,0.400000689
PITG_13172,-0.100073912
PITG_13173,-0.641653683
PITG_13174,-0.252098083
PITG_13175,0.541984173
PITG_13176,-0.276235428
PITG_13177,-0.709403091
PITG_13178,-0.082938158
PITG_13181,0.157825194
PITG_13182,-0.432488565
PITG_13183,0.690537559
PITG_13184,-0.256081329
PITG_13185,-0.338928802
PITG_13186,-0.316537247
PITG_13187,-0.302735556
PITG_13188,-0.578124222
PITG_13189,-0.049628067
PITG_13191,0.305507143
PITG_13192,0.342853612
PITG_13196,-0.077420574
PITG_13198,-0.517601919
PITG_13201,0.006915519
PITG_13202,0.076513147
PITG_13203,-0.157466812
PITG_13204,-0.548874954
PITG_13206,0.06873254
PITG_13209,0.860322165
PITG_13210,-0.299748567
PITG_13212,0.271315343
PITG_13213,-0.128846266
PITG_13214,0.24168223
PITG_13217,0.38179114
PITG_13218,0.170209393
PITG_13220,-0.528926928
PITG_13221,-0.319582285
PITG_13223,-0.740012431
PITG_13224,-0.398682178
PITG_13225,-0.495231823
PITG_13226,-0.818965297
PITG_13228,-1.094613504
PITG_13231,-0.257902151
PITG_13234,-0.560121121
PITG_13235,-0.862025789
PITG_13236,-0.281550695
PITG_13237,-0.829430856
PITG_13239,-0.980234012
PITG_13240,0.217202027
PITG_13241,-0.010616951
PITG_13242,-0.063844832
PITG_13245,-0.438261353
PITG_13248,-0.093888427
PITG_13249,-0.394285725
PITG_13250,-0.027392554
PITG_13251,0.414902448
PITG_13252,-0.80876414
PITG_13253,-0.281531722
PITG_13254,0.157409625
PITG_13255,-0.545876395
PITG_13256,0.038532584
PITG_13257,-0.787417255
PITG_13258,-0.545891603
PITG_13259,-0.673236279
PITG_13260,0.25584565
PITG_13261,0.004348094
PITG_13262,-0.37456344
PITG_13263,-0.115062654
PITG_13264,0.272976395
PITG_13265,-0.542422797
PITG_13266,0.466504798
PITG_13267,0.194388112
PITG_13268,-0.072435836
PITG_13269,0.070279374
PITG_13270,-0.910728532
PITG_13271,-1.336346175
PITG_13272,-0.057369459
PITG_13273,-0.103995725
PITG_13274,0.584478498
PITG_13275,-0.45997881
PITG_13276,0.063512717
PITG_13277,-0.56830136
PITG_13281,0.320309841
PITG_13282,-0.266713781
PITG_13283,-0.013523247
PITG_13284,-0.701629803
PITG_13285,-0.020528073
PITG_13286,-0.643963987
PITG_13289,-0.499925322
PITG_13290,-0.428249319
PITG_13291,-0.345389057
PITG_13292,-0.650281328
PITG_13295,-0.441602785
PITG_13296,-0.636014996
PITG_13297,-0.279365112
PITG_13298,-0.03097781
PITG_13299,0.24286476
PITG_13300,0.186018459
PITG_13301,-1.332987914
PITG_13302,-0.275063923
PITG_13303,-0.152807749
PITG_13304,0.270062165
PITG_13305,-0.955439041
PITG_13306,-0.08129598
PITG_13307,-1.057464945
PITG_13308,-0.264950931
PITG_13309,0.468299644
PITG_13310,0.27389049
PITG_13311,-0.432754977
PITG_13312,-0.423497956
PITG_13313,0.406875052
PITG_13314,0.355730325
PITG_13315,0.065627074
PITG_13316,0.469403902
PITG_13317,-0.540375937
PITG_13318,0.581177572
PITG_13319,-0.5762256
PITG_13320,-0.111716827
PITG_13321,0.618441447
PITG_13322,0.639093489
PITG_13323,-0.288254297
PITG_13324,0.98299416
PITG_13326,0.536649333
PITG_13327,0.322331257
PITG_13328,-0.488729125
PITG_13329,0.131101963
PITG_13330,0.090216796
PITG_13331,-0.408472819
PITG_13332,-0.630736381
PITG_13333,-0.184663212
PITG_13334,-0.504331824
PITG_13335,-0.118453404
PITG_13336,0.168327034
PITG_13337,-0.027465426
PITG_13340,-0.296663884
PITG_13341,-1.190543495
PITG_13342,-1.119512457
PITG_13344,-0.031222388
PITG_13345,-0.143527097
PITG_13346,-0.105579963
PITG_13347,-0.650777523
PITG_13348,-0.288278267
PITG_13349,0.113746381
PITG_13351,0.957176228
PITG_13353,0.191904177
PITG_13354,-0.209500157
PITG_13355,0.401183128
PITG_13358,0.097659281
PITG_13361,-0.101569741
PITG_13362,-0.386780364
PITG_13364,-0.181425122
PITG_13365,-0.30290873
PITG_13366,-1.779957146
PITG_13367,0.137710902
PITG_13368,-0.321527421
PITG_13370,-1.280899695
PITG_13371,-0.689791658
PITG_13372,-0.544405241
PITG_13373,-0.468674181
PITG_13374,0.632108192
PITG_13375,0.073455869
PITG_13376,-0.565620841
PITG_13377,0.04717908
PITG_13378,-0.262316117
PITG_13379,0.177466309
PITG_13380,0.289867979
PITG_13381,-0.739067042
PITG_13382,-0.693424188
PITG_13383,-0.42542995
PITG_13384,-0.385048873
PITG_13386,0.050031611
PITG_13387,-1.181632019
PITG_13388,0.033953265
PITG_13389,-0.025600878
PITG_13390,-0.044126131
PITG_13391,-0.477395979
PITG_13392,-0.704676197
PITG_13393,-0.269501688
PITG_13394,0.07542362
PITG_13395,-0.411014749
PITG_13396,-1.889120701
PITG_13397,-0.371953285
PITG_13398,-0.690467426
PITG_13399,0.167137438
PITG_13400,-0.383225753
PITG_13402,-0.25628966
PITG_13403,-0.283943844
PITG_13404,-1.502735961
PITG_13405,-0.757110861
PITG_13406,-0.529178377
PITG_13407,0.729809977
PITG_13409,0.04284954
PITG_13411,-0.056473644
PITG_13412,-1.031860886
PITG_13413,0.03999301
PITG_13414,0.221275687
PITG_13415,-1.060082238
PITG_13416,-0.30656718
PITG_13417,-0.462691779
PITG_13418,-0.191788054
PITG_13419,0.45874984
PITG_13420,0.217150342
PITG_13421,-0.47644716
PITG_13422,-1.469349339
PITG_13423,0.033076767
PITG_13424,0.247203186
PITG_13425,-0.288486894
PITG_13426,-0.785998335
PITG_13427,-0.55255341
PITG_13428,-0.313441558
PITG_13429,0.321324337
PITG_13430,0.486871513
PITG_13431,-0.102816349
PITG_13432,-0.231873797
PITG_13433,0.047279862
PITG_13434,-0.38905975
PITG_13435,-0.118314196
PITG_13436,0.059603531
PITG_13437,-0.647903125
PITG_13438,-0.994297524
PITG_13439,0.218702444
PITG_13440,0.745385223
PITG_13441,0.156814929
PITG_13442,-0.29758815
PITG_13443,-0.154667472
PITG_13444,-0.005808177
PITG_13446,-0.562728447
PITG_13447,-0.516705788
PITG_13448,-2.285499014
PITG_13449,0.134184427
PITG_13451,0.121588472
PITG_13452,0.916854451
PITG_13453,0.50238507
PITG_13454,-0.044588215
PITG_13455,1.184721057
PITG_13456,0.007879277
PITG_13457,0.141222071
PITG_13458,0.513704413
PITG_13459,0.076508251
PITG_13460,0.069978207
PITG_13461,-0.2031054
PITG_13462,-1.560804284
PITG_13464,-0.071374964
PITG_13465,-0.181340753
PITG_13467,-0.423521756
PITG_13468,0.094398219
PITG_13469,1.890793969
PITG_13471,-0.558874314
PITG_13473,-0.654485439
PITG_13477,0.0070904
PITG_13481,0.265200312
PITG_13482,0.912474495
PITG_13483,-0.355345228
PITG_13484,0.517749021
PITG_13485,0.113755752
PITG_13486,0.357694513
PITG_13487,-0.087792834
PITG_13488,-0.537658701
PITG_13489,0.375383623
PITG_13490,0.414012635
PITG_13491,0.257735942
PITG_13492,-0.554556643
PITG_13493,0.055659489
PITG_13494,0.829639537
PITG_13495,0.448820399
PITG_13496,0.609199959
PITG_13497,0.781333759
PITG_13498,0.442310097
PITG_13499,0.087442263
PITG_13500,-0.50871947
PITG_13501,-0.253201374
PITG_13502,0.228179219
PITG_13503,0.048113931
PITG_13504,0.170631184
PITG_13505,-0.383840057
PITG_13507,0.428697992
PITG_13508,0.179217727
PITG_13509,0.451385499
PITG_13511,0.414528414
PITG_13512,0.251995452
PITG_13513,-0.284683905
PITG_13516,
PITG_13519,-0.694574368
PITG_13520,0.671045882
PITG_13521,0.370734288
PITG_13523,0.197325745
PITG_13527,0.211022114
PITG_13528,-0.431963038
PITG_13529,0.725741065
PITG_13532,0.044727616
PITG_13533,-0.234475848
PITG_13534,-0.625454064
PITG_13535,0.034131005
PITG_13536,
PITG_13537,-0.040037965
PITG_13538,-0.069363594
PITG_13539,-0.331643539
PITG_13540,-0.164597287
PITG_13541,0.108181637
PITG_13542,0.190593134
PITG_13543,0.329222172
PITG_13544,-0.541333582
PITG_13545,0.905167582
PITG_13546,0.220904698
PITG_13548,0.539723632
PITG_13550,-0.181734384
PITG_13551,-0.467687778
PITG_13554,-2.254812986
PITG_13555,0.412125062
PITG_13558,-1.969021733
PITG_13559,0.243384429
PITG_13560,0.648815904
PITG_13561,-0.151470769
PITG_13562,0.236217971
PITG_13563,0.368865328
PITG_13564,0.157331553
PITG_13566,0.656911808
PITG_13567,-0.526326919
PITG_13568,0.053052121
PITG_13569,-0.366867589
PITG_13570,0.303050498
PITG_13571,-0.39343542
PITG_13572,-0.040502063
PITG_13573,-0.823207507
PITG_13574,-1.215088274
PITG_13575,-0.020945997
