Gene,Log_Tom2d
PITG_03092,-0.198863998
PITG_03093,0.039348358
PITG_03094,0.52621691
PITG_03095,-2.168697903
PITG_03096,-0.164109074
PITG_03097,0.621048474
PITG_03098,-0.612714013
PITG_03099,0.192563165
PITG_03101,-1.007305911
PITG_03102,-0.088057862
PITG_03103,-0.494981394
PITG_03104,-0.940404814
PITG_03105,-0.004834405
PITG_03106,0.528995484
PITG_03107,0.217271749
PITG_03108,-0.184630639
PITG_03109,-0.474328248
PITG_03110,-0.279799252
PITG_03111,0.102162318
PITG_03112,-0.002175171
PITG_03113,-1.042685186
PITG_03114,-2.303937403
PITG_03115,-0.327211049
PITG_03116,1.378255059
PITG_03117,-0.544307567
PITG_03118,0.505621419
PITG_03119,0.292690516
PITG_03120,0.111083328
PITG_03122,0.143780194
PITG_03123,1.046879089
PITG_03124,0.001383263
PITG_03125,1.008917288
PITG_03126,0.326361398
PITG_03127,0.395181244
PITG_03128,0.228251819
PITG_03129,0.138243947
PITG_03130,-0.21552304
PITG_03131,0.257260564
PITG_03134,-0.310831175
PITG_03135,-0.034558101
PITG_03136,0.069647641
PITG_03140,0.427522857
PITG_03141,-0.108297407
PITG_03142,-1.297621001
PITG_03143,-0.669570414
PITG_03144,0.003055782
PITG_03145,-0.469879243
PITG_03146,0.649174456
PITG_03147,-0.09777726
PITG_03148,-0.964622955
PITG_03149,-1.787384618
PITG_03150,-0.771108776
PITG_03151,-0.17298081
PITG_03152,-1.254107862
PITG_03153,0.401891947
PITG_03154,0.344047688
PITG_03155,-0.623529398
PITG_03156,0.214133593
PITG_03157,0.375207066
PITG_03158,0.348970978
PITG_03159,-0.281369936
PITG_03160,-0.650300163
PITG_03161,0.04256397
PITG_03162,-0.017168206
PITG_03163,-0.288600686
PITG_03164,0.126803161
PITG_03165,-0.595810034
PITG_03166,-0.161716691
PITG_03167,-0.69822839
PITG_03168,0.141650887
PITG_03169,-0.011997709
PITG_03170,0.433545208
PITG_03171,0.543056978
PITG_03172,0.236644089
PITG_03174,-0.331757469
PITG_03175,0.349302026
PITG_03176,-0.131312927
PITG_03177,-0.072066524
PITG_03178,-0.782842284
PITG_03179,-0.433866149
PITG_03180,-0.35244314
PITG_03181,0.006421261
PITG_03182,0.380298177
PITG_03183,-0.281587657
PITG_03184,0.036971598
PITG_03185,
PITG_03186,-0.429493786
PITG_03188,0.320750028
PITG_03189,0.113895709
PITG_03190,0.697749283
PITG_03191,-0.26286513
PITG_03192,0.387892081
PITG_03196,-0.020814705
PITG_03198,0.109730844
PITG_03199,-0.388745241
PITG_03200,-0.301841021
PITG_03201,0.221764031
PITG_03202,0.633590482
PITG_03203,-0.096228754
PITG_03204,-0.022485648
PITG_03205,-0.858406928
PITG_03206,-0.492833848
PITG_03207,-0.257402696
PITG_03208,-0.27221736
PITG_03209,-0.124450966
PITG_03211,0.191229833
PITG_03212,0.242218247
PITG_03213,-0.742041366
PITG_03214,0.061255536
PITG_03215,-1.269385417
PITG_03216,0.124682391
PITG_03219,-0.378112778
PITG_03220,-0.91440102
PITG_03221,-0.674134287
PITG_03222,0.249826073
PITG_03223,-0.094413394
PITG_03224,-0.507105945
PITG_03225,-0.875205238
PITG_03226,-0.833825669
PITG_03227,-0.505724169
PITG_03228,-0.098688824
PITG_03229,-0.262519851
PITG_03230,-0.374388454
PITG_03231,0.153850731
PITG_03232,-0.072443889
PITG_03233,0.553005518
PITG_03234,-0.234613426
PITG_03235,-0.246515167
PITG_03236,-0.196785222
PITG_03237,0.337592194
PITG_03238,-0.565241036
PITG_03239,-0.058277208
PITG_03240,0.05805404
PITG_03241,-0.00407981
PITG_03242,-1.094089296
PITG_03243,-0.025438932
PITG_03244,-0.716430976
PITG_03245,-0.655827277
PITG_03246,-0.179791254
PITG_03249,0.259886856
PITG_03250,-0.563093864
PITG_03252,-0.907665201
PITG_03253,-0.374228412
PITG_03255,-0.921094198
PITG_03256,0.023001406
PITG_03258,-0.170938063
PITG_03259,-0.047779543
PITG_03260,-1.23868539
PITG_03261,0.041585032
PITG_03262,-0.341781667
PITG_03263,-0.620133913
PITG_03264,-0.23919039
PITG_03265,-0.409395683
PITG_03266,-0.086917583
PITG_03267,-0.700602804
PITG_03268,-0.504125367
PITG_03269,-0.033161101
PITG_03270,0.419120374
PITG_03271,-0.253317233
PITG_03272,-0.096489987
PITG_03273,0.119295166
PITG_03274,-0.065929811
PITG_03275,-0.08747521
PITG_03276,0.230035193
PITG_03277,-0.556134383
PITG_03278,-1.016859011
PITG_03279,0.479436257
PITG_03280,-0.176816039
PITG_03281,-0.050963289
PITG_03282,-0.507713365
PITG_03283,-0.371279197
PITG_03284,-0.337910851
PITG_03285,-0.50999142
PITG_03286,-0.274428969
PITG_03287,-0.01009507
PITG_03288,-0.877978792
PITG_03289,0.1292514
PITG_03290,0.01188592
PITG_03291,0.416122497
PITG_03292,0.755983772
PITG_03293,0.417541733
PITG_03294,-0.427671994
PITG_03295,-0.644650472
PITG_03296,0.142232488
PITG_03297,-0.167941541
PITG_03298,0.138197048
PITG_03299,-0.229433079
PITG_03300,0.227487299
PITG_03301,0.66306229
PITG_03302,-0.270180749
PITG_03303,0.048906479
PITG_03304,-0.260726872
PITG_03305,-0.480969755
PITG_03306,0.229437675
PITG_03307,0.314429279
PITG_03308,0.872604623
PITG_03309,0.355856066
PITG_03310,-0.356603734
PITG_03311,-0.332213704
PITG_03312,0.318622006
PITG_03313,-0.110318238
PITG_03314,-0.005073823
PITG_03316,-0.113523344
PITG_03317,0.210032281
PITG_03318,-0.56833887
PITG_03319,
PITG_03320,
PITG_03322,0.153799819
PITG_03323,-0.214832828
PITG_03324,0.169891128
PITG_03325,-0.071395383
PITG_03326,-0.033262312
PITG_03327,-0.376196996
PITG_03328,-0.012896018
PITG_03329,-0.212328201
PITG_03330,-0.395550982
PITG_03331,-0.118877641
PITG_03332,-0.446841119
PITG_03333,0.090770548
PITG_03334,0.537691333
PITG_03335,-0.563471423
PITG_03336,0.192976492
PITG_03337,-0.478622947
PITG_03338,0.644513189
PITG_03339,-0.506330556
PITG_03340,0.380345095
PITG_03341,-0.310329344
PITG_03342,-0.332661079
PITG_03343,-0.115669028
PITG_03344,-0.596468186
PITG_03345,-0.00821133
PITG_03346,-0.273132054
PITG_03347,-1.009321488
PITG_03348,-0.821588561
PITG_03349,0.001998454
PITG_03350,-0.275897888
PITG_03351,0.045383706
PITG_03352,0.452204541
PITG_03353,-0.535956572
PITG_03354,-0.023089834
PITG_03355,-0.315647563
PITG_03356,0.030692521
PITG_03357,0.169982044
PITG_03358,0.464755764
PITG_03359,-0.440432589
PITG_03360,-0.855078814
PITG_03361,0.207750344
PITG_03362,0.240458628
PITG_03363,-0.056448148
PITG_03364,-0.224012508
PITG_03365,-0.439802861
PITG_03368,-0.520676772
PITG_03369,-0.415040829
PITG_03370,-0.329417964
PITG_03371,-0.320657258
PITG_03372,0.086902247
PITG_03373,-0.597069236
PITG_03374,-0.077161858
PITG_03375,-0.18646854
PITG_03376,-1.024639055
PITG_03379,-0.64145426
PITG_03380,0.353125517
PITG_03381,0.101140921
PITG_03382,-0.181158061
PITG_03383,-0.297414714
PITG_03384,0.004906816
PITG_03385,0.010861499
PITG_03386,-0.150871122
PITG_03387,-0.160884178
PITG_03388,-1.282040919
PITG_03389,-0.020132901
PITG_03390,-0.146352151
PITG_03391,0.069850312
PITG_03392,-0.925341214
PITG_03393,-1.022339173
PITG_03394,0.051957425
PITG_03395,0.28759781
PITG_03396,-0.334460487
PITG_03397,-0.087645845
PITG_03398,-0.058087717
PITG_03399,-0.355997243
PITG_03400,-0.225144841
PITG_03401,-0.663152881
PITG_03402,-0.322847464
PITG_03403,-0.163776739
PITG_03404,-0.00100674
PITG_03405,0.073081263
PITG_03406,0.242049581
PITG_03407,
PITG_03408,-0.155342705
PITG_03409,-0.34957318
PITG_03410,0.305050229
PITG_03411,-1.302842222
PITG_03412,
PITG_03413,0.383434907
PITG_03414,-0.134450612
PITG_03415,-0.067213675
PITG_03416,-0.823981447
PITG_03417,0.021890825
PITG_03418,-0.154890167
PITG_03419,-0.599301806
PITG_03420,-0.144832483
PITG_03422,-0.792910366
PITG_03423,0.364390685
PITG_03424,-0.750596995
PITG_03425,-1.377869658
PITG_03427,-0.157770253
PITG_03428,-0.179308398
PITG_03429,0.248757364
PITG_03431,0.007598511
PITG_03432,0.393980866
PITG_03433,0.674777739
PITG_03434,0.170900853
PITG_03435,0.017745209
PITG_03436,-0.324342674
PITG_03437,-0.473864958
PITG_03438,-0.280733579
PITG_03439,-0.216328953
PITG_03440,-0.924340913
PITG_03441,-0.728956513
PITG_03442,0.236230356
PITG_03443,0.442317094
PITG_03444,-0.184503597
PITG_03445,-0.199574127
PITG_03446,-0.259187062
PITG_03447,0.449835688
PITG_03448,-0.376653515
PITG_03449,0.132181561
PITG_03450,0.105694316
PITG_03451,-0.587879706
PITG_03452,0.445304344
PITG_03453,-0.412003853
PITG_03454,-0.570536301
PITG_03455,-0.180887687
PITG_03456,0.200095797
PITG_03457,-0.297144392
PITG_03458,-0.014380384
PITG_03459,-0.638273097
PITG_03460,-0.063744654
PITG_03461,0.024251175
PITG_03462,-0.821000913
PITG_03463,0.39109977
PITG_03464,-0.368589354
PITG_03465,-1.346179979
PITG_03466,-0.776417933
PITG_03467,-0.240559347
PITG_03468,-0.357987629
PITG_03469,-0.195009297
PITG_03470,0.11850424
PITG_03471,-0.881530205
PITG_03472,-0.913025693
PITG_03473,-0.788302053
PITG_03474,-0.464026479
PITG_03475,0.265967634
PITG_03476,-1.183026729
PITG_03477,-0.590370831
PITG_03478,-0.170096408
PITG_03479,0.49954947
PITG_03480,0.852296932
PITG_03481,0.049265304
PITG_03482,-0.269376168
PITG_03483,-0.145647104
PITG_03484,0.117827708
PITG_03485,-0.071091077
PITG_03486,-0.394280245
PITG_03487,-0.037742648
PITG_03488,-0.046624362
PITG_03489,-0.570160761
PITG_03490,-0.328868302
PITG_03491,-0.398959133
PITG_03492,-0.891447755
PITG_03493,0.154634632
PITG_03494,0.325695266
PITG_03495,0.267876534
PITG_03496,0.040523741
PITG_03497,-0.18379434
PITG_03498,0.687168634
PITG_03499,0.564791314
PITG_03500,0.108882436
PITG_03501,-0.355297779
PITG_03502,0.366031026
PITG_03503,-0.27014628
PITG_03504,0.288598829
PITG_03505,-0.298135442
PITG_03506,-0.124588752
PITG_03507,0.005407893
PITG_03508,-0.771704919
PITG_03509,0.363651633
PITG_03511,-0.450384541
PITG_03512,-0.097791573
PITG_03513,-0.707214521
PITG_03514,0.291608155
PITG_03515,-0.178867984
PITG_03516,0.450152818
PITG_03517,0.347261827
PITG_03518,-0.014754036
PITG_03519,-0.670073464
PITG_03520,-0.465611315
PITG_03521,-0.193394421
PITG_03522,-0.401685689
PITG_03523,0.30119794
PITG_03524,0.097673198
PITG_03525,-0.024324605
PITG_03529,0.124802124
PITG_03530,-1.427243436
PITG_03531,0.226103445
PITG_03532,-0.291672661
PITG_03533,0.234915596
PITG_03535,0.136988365
PITG_03538,0.193618233
PITG_03540,0.261626633
PITG_03541,
PITG_03542,0.311783041
PITG_03543,0.424507727
PITG_03544,-0.193636585
PITG_03545,-1.045774138
PITG_03546,0.553390731
PITG_03547,-0.061564443
PITG_03548,-0.193773559
PITG_03549,-0.915567121
PITG_03550,-0.536333807
PITG_03551,0.11908313
PITG_03552,-1.90E-05
PITG_03553,-0.649044785
PITG_03554,0.01214095
PITG_03555,0.40277778
PITG_03556,-0.133781669
PITG_03557,-0.766575116
PITG_03558,0.105305907
PITG_03559,0.064763351
PITG_03560,-0.905188928
PITG_03561,-1.059296074
PITG_03562,-0.087515887
PITG_03563,-0.088294852
PITG_03564,0.129456327
PITG_03565,0.10214315
PITG_03566,-0.208582665
PITG_03568,-0.488060384
PITG_03569,-0.854576005
PITG_03570,-0.213366642
PITG_03571,-0.836301788
PITG_03572,-0.208200143
PITG_03573,-0.022799716
PITG_03574,-0.829041888
PITG_03575,-1.474682655
PITG_03576,0.082574581
PITG_03577,-0.390682893
PITG_03578,0.019618264
PITG_03580,-0.056378152
PITG_03582,-0.493618013
PITG_03583,-2.304884571
PITG_03584,-0.789475913
PITG_03585,-0.893041606
PITG_03586,0.273456373
PITG_03587,-0.35781944
PITG_03588,-0.610826487
PITG_03589,-1.312159231
PITG_03590,-0.079633219
PITG_03591,0.508120762
PITG_03592,0.251514128
PITG_03593,-0.562442991
PITG_03594,-0.760578035
PITG_03596,-0.561786651
PITG_03597,-0.425099605
PITG_03598,-0.226595211
PITG_03599,-0.575908301
PITG_03600,-0.165917168
PITG_03601,-1.020837287
PITG_03602,0.308686966
PITG_03603,0.34231078
PITG_03604,-0.321980029
PITG_03605,-0.11125075
PITG_03606,-0.552389243
PITG_03607,-0.609489124
PITG_03608,-0.202374537
PITG_03609,-0.649236052
PITG_03610,-0.287133823
PITG_03611,-0.239577299
PITG_03612,0.033749673
PITG_03613,0.095358369
PITG_03614,-0.802820236
PITG_03615,0.207240351
PITG_03616,-0.573145169
PITG_03617,-0.451382709
PITG_03618,-0.007150274
PITG_03619,0.356960755
PITG_03620,-0.125867956
PITG_03621,-0.333410463
PITG_03622,0.138991684
PITG_03623,-0.723965025
PITG_03624,0.069895165
PITG_03625,-0.265605148
PITG_03626,-0.430127597
PITG_03627,0.04247617
PITG_03628,0.258465364
PITG_03629,-0.201581151
PITG_03630,0.756626994
PITG_03631,-0.298669433
PITG_03632,-0.906679323
PITG_03633,-0.161797714
PITG_03634,0.03050791
PITG_03635,0.296088889
PITG_03636,-0.450771648
PITG_03637,-3.662211362
PITG_03638,0.392846815
PITG_03639,-3.048007242
PITG_03640,-0.016175214
PITG_03641,-0.050701571
PITG_03642,-1.345293438
PITG_03643,-0.141909962
PITG_03644,-0.585970724
PITG_03645,-0.115449415
PITG_03646,-0.634043726
PITG_03647,-0.433224373
PITG_03648,-0.151750104
PITG_03649,0.392829057
PITG_03650,-0.096567148
PITG_03651,-1.301737442
PITG_03652,-0.117929348
PITG_03653,-0.322551884
PITG_03654,0.359353786
PITG_03655,-0.42272444
PITG_03656,-0.16159358
PITG_03657,0.405131553
PITG_03658,-0.148745042
PITG_03659,0.488331937
PITG_03660,-0.19285461
PITG_03661,-0.385326158
PITG_03662,0.183814547
PITG_03663,0.292704735
PITG_03664,-0.058583048
PITG_03665,0.409416317
PITG_03666,-0.540078852
PITG_03669,0.492957849
PITG_03670,-0.093284488
PITG_03671,-0.235703021
PITG_03672,0.225993454
PITG_03673,0.122967472
PITG_03674,-0.077575371
PITG_03675,-0.132094604
PITG_03676,0.298188846
PITG_03677,0.008042047
PITG_03678,-0.323125148
PITG_03679,-0.300550184
PITG_03680,0.168774736
PITG_03681,0.206638346
PITG_03682,-0.061788405
PITG_03683,0.131736948
PITG_03684,-0.076767884
PITG_03685,-0.672180127
PITG_03688,-0.219379991
PITG_03690,-0.514003787
PITG_03691,-0.115997541
PITG_03692,0.280336957
PITG_03693,-0.226779216
PITG_03694,-1.285642503
PITG_03695,-0.59590177
PITG_03696,-0.01691516
PITG_03697,0.14373724
PITG_03698,-0.47573868
PITG_03700,-0.743776653
PITG_03701,-0.217166889
PITG_03702,-0.462598436
PITG_03703,-0.390868823
PITG_03704,0.532308307
PITG_03707,-0.139950526
PITG_03708,0.371515076
PITG_03709,-0.847199523
PITG_03710,-0.963307075
PITG_03711,-1.08944764
PITG_03712,-0.097023504
PITG_03713,-0.298062551
PITG_03714,0.372569666
PITG_03715,-0.627741536
PITG_03716,0.863464703
PITG_03717,-0.040856449
PITG_03718,-0.085691749
PITG_03719,-1.284443772
PITG_03721,0.40746594
PITG_03722,0.150367919
PITG_03723,0.689452852
PITG_03724,0.012346003
PITG_03725,-0.49828872
PITG_03726,-0.08609338
PITG_03729,0.244579077
PITG_03730,-0.280136142
PITG_03731,0.141365139
PITG_03732,-0.092768154
PITG_03733,-0.095493569
PITG_03734,-0.393474592
PITG_03735,0.261440942
PITG_03736,-0.376914706
PITG_03737,-0.719232706
PITG_03738,-0.91819202
PITG_03739,0.636880288
PITG_03740,-0.542558068
PITG_03741,0.006460391
PITG_03742,0.145477887
PITG_03743,0.302439182
PITG_03744,0.042367352
PITG_03745,0.079793986
PITG_03746,-0.052352053
PITG_03747,0.258439248
PITG_03748,0.058390212
PITG_03749,0.027050816
PITG_03750,-1.330010705
PITG_03751,-0.355417746
PITG_03752,0.001687579
PITG_03753,-0.217908202
PITG_03754,-0.873080085
PITG_03755,-0.668064128
PITG_03756,-0.357834936
PITG_03757,-0.731812343
PITG_03758,0.065911321
PITG_03759,-0.033646367
PITG_03760,-0.358469336
PITG_03761,-0.398603793
PITG_03762,-0.143368524
PITG_03763,-0.796685089
PITG_03764,0.250208303
PITG_03765,0.484260177
PITG_03766,0.408127748
PITG_03767,-0.812226892
PITG_03768,0.181257082
PITG_03769,-0.257726797
PITG_03770,0.319022706
PITG_03771,0.062854113
PITG_03772,0.415038568
PITG_03773,-0.01783974
PITG_03774,0.377355511
PITG_03775,-0.333708632
PITG_03776,0.265203418
PITG_03777,-0.178602869
PITG_03778,-0.806627993
PITG_03779,-0.717336471
PITG_03780,0.089050928
PITG_03781,-0.246942542
PITG_03782,-0.049160223
PITG_03783,-0.417473285
PITG_03784,-0.595229094
PITG_03786,0.677365618
PITG_03788,0.080110472
PITG_03789,-0.550165506
PITG_03790,-0.829266817
PITG_03791,0.624111547
PITG_03792,-0.479673367
PITG_03793,-0.081016298
PITG_03794,-0.014933867
PITG_03795,-0.514781682
PITG_03796,-0.940874674
PITG_03797,-0.466159455
PITG_03798,0.254730934
PITG_03799,-0.261505763
PITG_03800,1.403977999
PITG_03801,-0.618676894
PITG_03802,-0.607783192
PITG_03803,-0.192955827
PITG_03804,-0.129757149
PITG_03806,-0.303396479
PITG_03807,0.314025923
PITG_03808,0.01564492
PITG_03810,0.258479215
PITG_03811,-0.630671123
PITG_03812,-0.258904548
PITG_03813,-0.200716744
PITG_03814,-0.169313832
PITG_03815,0.143856325
PITG_03816,0.057761162
PITG_03817,-0.41978867
PITG_03818,-0.204486551
PITG_03819,-0.072820638
PITG_03820,0.406531187
PITG_03821,-0.82967792
PITG_03822,-0.789900587
PITG_03823,-0.432753166
PITG_03824,-0.540512654
PITG_03825,-0.245247033
PITG_03826,-0.336737417
PITG_03827,-0.110654954
PITG_03828,-1.089402838
PITG_03829,0.081334513
PITG_03830,-0.507538054
PITG_03831,-0.071029897
PITG_03832,-0.020924395
PITG_03833,0.031861463
PITG_03834,0.578107325
PITG_03835,-0.023387942
PITG_03836,0.11586249
PITG_03837,-0.11233259
PITG_03838,-0.264901797
PITG_03839,-0.146297695
PITG_03840,-0.624925123
PITG_03841,-0.129512998
PITG_03842,-0.736525549
PITG_03843,-0.730145967
PITG_03844,0.336073101
PITG_03845,-0.564901251
PITG_03846,-0.253134759
PITG_03850,-1.256101863
PITG_03851,0.225481768
PITG_03852,-0.014224178
PITG_03853,-0.024914099
PITG_03854,-0.043780003
PITG_03855,-0.1150599
PITG_03856,-2.007503966
PITG_03857,0.791349652
PITG_03858,-0.001020977
PITG_03859,0.934638469
PITG_03860,-1.137015736
PITG_03862,-0.632205896
PITG_03863,0.078156808
PITG_03864,-0.77661018
PITG_03865,0.184717898
PITG_03866,-0.529551312
PITG_03867,0.381420665
PITG_03868,0.470866619
PITG_03869,-0.528927798
PITG_03870,-0.124594008
PITG_03871,-0.521672762
PITG_03872,-0.333521443
PITG_03873,-0.846446534
PITG_03874,-0.640162724
PITG_03875,-0.141177997
PITG_03876,0.208494508
PITG_03877,-0.11353691
PITG_03878,-0.592811935
PITG_03879,-0.116262936
PITG_03880,0.068113478
PITG_03881,0.044894211
PITG_03882,-0.108891089
PITG_03883,-0.24749331
PITG_03884,0.263569535
PITG_03885,-0.060755362
PITG_03886,0.475076646
PITG_03887,-0.373286317
PITG_03888,-0.417876477
PITG_03889,-0.351380683
PITG_03890,-0.00774508
PITG_03891,-0.069414951
PITG_03892,-0.015473786
PITG_03897,-0.568803616
PITG_03898,-0.379591292
PITG_03899,-0.59210754
PITG_03900,-0.638657715
PITG_03901,-0.224283952
PITG_03902,-0.391358334
PITG_03903,-1.024496638
PITG_03904,-0.251089584
PITG_03905,1.256999886
PITG_03906,0.575201987
PITG_03907,-0.078439566
PITG_03908,-0.336111989
PITG_03909,-0.32849748
PITG_03910,0.249406138
PITG_03911,-0.559292617
PITG_03912,0.034935952
PITG_03914,0.033918349
PITG_03915,0.194972893
PITG_03916,-0.105329704
PITG_03917,0.152578202
PITG_03918,0.186812424
PITG_03919,0.079746092
PITG_03920,0.08761279
PITG_03921,-0.062882924
PITG_03922,0.23221402
PITG_03923,0.529877928
PITG_03924,-0.208626927
PITG_03925,0.782496005
PITG_03926,0.356658816
PITG_03927,-0.544387229
PITG_03929,-0.073715592
PITG_03930,0.00715165
PITG_03931,0.450922975
PITG_03932,-0.417248777
PITG_03933,-0.979095925
PITG_03934,-1.298128456
PITG_03935,0.088146318
PITG_03936,-0.513602659
PITG_03937,-0.062438993
PITG_03938,-0.40945055
PITG_03939,-0.100220534
PITG_03940,-0.465588507
PITG_03941,0.400908942
PITG_03942,0.227142131
PITG_03943,0.023896077
PITG_03944,-0.232040153
PITG_03945,0.223548829
PITG_03946,0.203875069
PITG_03947,-0.25294719
PITG_03948,0.508167153
PITG_03949,0.296534875
PITG_03950,-1.142233848
PITG_03951,0.10507845
PITG_03952,0.140759546
PITG_03953,-0.137738895
PITG_03954,0.497962493
PITG_03955,0.195733115
PITG_03956,-0.219171729
PITG_03957,-0.90169332
PITG_03958,0.185046441
PITG_03959,-0.399438148
PITG_03960,0.387602847
PITG_03961,-0.043546155
PITG_03965,-0.420147909
PITG_03966,-0.524718203
PITG_03967,-0.179159339
PITG_03968,0.210586991
PITG_03969,0.396286893
PITG_03970,0.296495348
PITG_03971,0.371951928
PITG_03972,0.268173587
PITG_03973,0.326332015
PITG_03974,0.468410866
PITG_03975,-0.300089285
PITG_03977,0.796987169
PITG_03978,-0.569157125
PITG_03979,0.123397596
PITG_03980,0.249826827
PITG_03983,-0.217885646
PITG_03984,0.158302043
PITG_03985,-0.006390815
PITG_03986,0.74626678
PITG_03987,-0.418134787
PITG_03988,-0.441924455
PITG_03989,-0.501632315
PITG_03990,-0.072182926
PITG_03991,-0.06247506
PITG_03992,-0.080025265
PITG_03993,9.21E-02
PITG_03994,-0.025215968
PITG_03995,-0.274054699
PITG_03996,-0.027098549
PITG_03997,-0.118251133
PITG_03998,0.027592073
PITG_03999,0.103310311
PITG_04000,-0.447930636
PITG_04001,-0.699708816
PITG_04002,-1.109832294
PITG_04003,0.030274928
PITG_04004,0.240954158
PITG_04005,0.526406192
PITG_04006,0.357390413
PITG_04010,-1.217904999
PITG_04011,-0.326084541
PITG_04012,-0.476770489
PITG_04013,0.159122602
PITG_04020,0.194716715
PITG_04021,0.294306873
PITG_04022,-0.206483968
PITG_04023,0.491836399
PITG_04024,0.610434719
PITG_04025,-1.456899073
PITG_04026,-0.059538585
PITG_04027,-0.093245102
PITG_04028,-0.247158575
PITG_04030,0.660394201
PITG_04031,-0.241011958
PITG_04032,-0.000820493
PITG_04033,1.145924062
PITG_04034,-0.353838792
PITG_04035,0.030198453
PITG_04036,
PITG_04037,-0.03980724
PITG_04038,0.136413352
PITG_04039,0.220842791
PITG_04040,-0.259840121
PITG_04041,0.789021497
PITG_04042,0.464703339
PITG_04043,-0.322533234
PITG_04044,-0.059781284
PITG_04047,-0.438113105
PITG_04048,0.29389485
PITG_04049,2.025626635
PITG_04050,0.077733201
PITG_04052,0.019337023
PITG_04053,-0.259299631
PITG_04054,0.198277973
PITG_04055,0.70673879
PITG_04056,0.442749541
PITG_04057,0.155538978
PITG_04058,-0.153151099
PITG_04059,-0.382454436
PITG_04060,0.002936588
PITG_04061,0.172002674
PITG_04062,0.114826625
PITG_04063,0.192548117
PITG_04064,0.178344226
PITG_04065,0.121355435
PITG_04066,-0.163761978
PITG_04067,-0.015761396
PITG_04070,0.526140053
PITG_04071,0.664034798
PITG_04072,0.14285593
PITG_04073,-0.132319653
PITG_04074,0.724186711
PITG_04075,0.38864397
PITG_04076,0.153621246
PITG_04077,0.400461289
PITG_04078,-0.515701901
PITG_04079,0.419127326
PITG_04081,0.73094327
PITG_04082,0.787752083
PITG_04085,1.541930333
PITG_04086,
PITG_04087,0.09380094
PITG_04088,0.396851799
PITG_04089,1.007849871
PITG_04090,1.195640708
PITG_04091,0.442663519
PITG_04092,0.564255089
PITG_04093,0.421804039
PITG_04096,0.800680303
PITG_04097,0.118720807
PITG_04098,0.191566598
PITG_04099,0.948154036
PITG_04102,-0.157815815
PITG_04104,0.519150852
PITG_04105,0.181613977
PITG_04108,0.573280589
PITG_04109,
PITG_04110,0.332864367
PITG_04111,0.066441131
PITG_04112,0.558365015
PITG_04113,0.44157531
PITG_04114,-0.064659629
PITG_04115,-0.001664907
PITG_04116,0.039778383
PITG_04117,-0.00805613
PITG_04119,0.119823606
PITG_04121,0.652399835
PITG_04122,-0.078969891
PITG_04123,0.798631702
PITG_04124,0.435598773
PITG_04125,-0.839291351
PITG_04126,0.90491691
PITG_04127,0.156610806
PITG_04129,0.198236741
PITG_04130,-0.486371864
PITG_04131,-0.547427757
PITG_04132,-0.081091686
PITG_04133,0.015963925
PITG_04134,0.042196376
PITG_04135,1.148367382
PITG_04136,0.253033298
PITG_04139,0.284561801
PITG_04141,0.452996748
PITG_04142,-0.432911142
PITG_04143,0.670423866
PITG_04144,-0.172640719
PITG_04145,0.084165188
PITG_04146,0.195335071
PITG_04148,0.379786613
PITG_04149,-0.160946224
PITG_04150,0.182364871
PITG_04152,0.421322836
PITG_04153,-0.090055814
PITG_04156,0.147800999
PITG_04158,1.174991045
PITG_04161,1.000882188
PITG_04164,0.394753216
PITG_04165,
PITG_04167,0.64032146
PITG_04169,0.481778565
PITG_04172,0.094557648
PITG_04173,0.066179097
PITG_04174,0.040350617
PITG_04175,-0.339465709
PITG_04178,0.920107454
PITG_04179,0.194104254
PITG_04180,0.100490381
PITG_04181,-0.310409443
PITG_04182,0.595591459
PITG_04183,-0.0389038
PITG_04184,
PITG_04185,-0.289039946
PITG_04189,0.006097065
PITG_04191,0.902109919
PITG_04192,0.01807696
PITG_04194,0.115811045
PITG_04196,1.327101643
PITG_04200,0.812925264
PITG_04201,0.15061941
PITG_04202,2.873495866
PITG_04203,0.226578922
PITG_04204,-0.12040133
PITG_04206,-0.160138126
PITG_04207,0.102940761
PITG_04208,
PITG_04209,-0.232200441
PITG_04211,0.151976767
PITG_04213,1.97608616
PITG_04214,-0.029459441
PITG_04215,-0.630305679
PITG_04217,0.348010038
PITG_04222,
PITG_04224,0.336634086
PITG_04225,0.006280805
PITG_04226,
PITG_04227,-0.284795718
PITG_04228,0.383445478
PITG_04229,-0.019550519
PITG_04230,-0.507997537
PITG_04231,0.770109982
PITG_04232,0.124569367
PITG_04233,0.165254591
PITG_04236,0.016510609
PITG_04242,0.099201473
PITG_04243,-0.113492117
PITG_04244,-0.099081173
PITG_04246,-0.577659968
PITG_04248,1.767929809
PITG_04249,
PITG_04250,0.777143589
PITG_04251,0.815354761
PITG_04253,0.384457545
PITG_04254,-0.158883129
PITG_04255,0.044602871
PITG_04261,0.487702834
PITG_04262,-0.109809627
PITG_04263,0.448663749
PITG_04264,0.289147531
PITG_04265,-0.120756651
PITG_04266,1.784907262
PITG_04267,-0.156546929
PITG_04269,1.364136211
PITG_04270,0.147772306
PITG_04271,-0.108781214
PITG_04272,0.273941143
PITG_04273,1.312799633
PITG_04274,0.458473317
PITG_04275,-0.222101692
PITG_04276,0.792204327
PITG_04279,0.253259744
PITG_04280,-0.105514757
PITG_04281,0.236547844
PITG_04282,0.537848816
